"Pettis, Dante",WR,2020,6,"$3,000.00",2.3,0.8,105
"Butt, Jake",TE,2020,6,"$3,000.00",2.3,0.8,44
"Atlanta, Falcons",DST,2020,6,"$2,200.00",1.7,0.8,28
"Laird, Patrick",RB,2020,6,"$4,000.00",3,0.8,79
"Perine, La'Mical",RB,2020,6,"$4,000.00",3,0.8,80
"Godwin, Chris",WR,2020,6,"$6,400.00",4.7,0.7,75
"Cannon, Trenton",RB,2020,6,"$4,000.00",3,0.7,81
"Ogunbowale, Dare",RB,2020,6,"$4,000.00",2.9,0.7,82
"Ratley, Damion",WR,2020,6,"$3,000.00",2.2,0.7,106
"Houston, Texans",DST,2020,6,"$2,700.00",1.9,0.7,27
"Beebe, Chad",WR,2020,6,"$3,000.00",2.1,0.7,107
"Njoku, David",TE,2020,6,"$3,600.00",2.5,0.7,42
"Huntley, Jason",RB,2020,6,"$4,000.00",2.9,0.7,83
"Jacksonville, Jaguars",DST,2020,6,"$2,800.00",2,0.7,25
"Jackson, DeSean",WR,2020,6,"$3,900.00",2.7,0.7,101
"Green Bay, Packers",DST,2020,6,"$3,700.00",2.5,0.7,16
"Thomas, Mike",WR,2020,6,"$3,000.00",2,0.7,109
"Higgins, Rashard",WR,2020,6,"$3,000.00",2,0.7,110
"Detroit, Lions",DST,2020,6,"$3,000.00",1.9,0.7,26
"Jeffery, Alshon",WR,2020,6,"$4,600.00",2.9,0.6,98
"Gandy-Golden, Antonio",WR,2020,6,"$3,000.00",1.9,0.6,111
"Fant, Noah",TE,2020,6,"$5,400.00",3.5,0.6,34
"Ham, C.J.",RB,2020,6,"$4,000.00",2.5,0.6,86
"Shepherd, Darrius",WR,2020,6,"$3,000.00",1.8,0.6,114
"Armstead, Ryquell",RB,2020,6,"$4,000.00",2.5,0.6,87
"Denver, Broncos",DST,2020,6,"$3,500.00",2.1,0.6,22
"Arcega-Whiteside, JJ",WR,2020,6,"$3,000.00",1.7,0.6,115
"Ervin, Tyler",RB,2020,6,"$4,000.00",2.3,0.6,88
"Hill, Justice",RB,2020,6,"$4,000.00",2.3,0.6,89
"Board, C.J.",WR,2020,6,"$3,000.00",1.7,0.6,117
"Mickens, Jaydon",WR,2020,6,"$3,000.00",1.6,0.5,118
"Armah, Alex",RB,2020,6,"$4,000.00",2.2,0.5,90
"Shepard, Sterling",WR,2020,6,"$4,800.00",2.5,0.5,104
"Roberts, Seth",WR,2020,6,"$3,000.00",1.6,0.5,119
"Wims, Javon",WR,2020,6,"$3,000.00",1.5,0.5,120
"Powell, Brandon",WR,2020,6,"$3,000.00",1.5,0.5,121
"Ollison, Qadree",RB,2020,6,"$4,000.00",2,0.5,91
"Abdullah, Ameer",RB,2020,6,"$4,000.00",2,0.5,92
"McNichols, Jeremy",RB,2020,6,"$4,000.00",1.9,0.5,93
"Buffalo, Bills",DST,2020,6,"$5,000.00",2.4,0.5,18
"Perriman, Breshad",WR,2020,6,"$4,100.00",1.9,0.5,112
"Peoples-Jones, Donovan",WR,2020,6,"$3,000.00",1.4,0.5,124
"Howell, Buddy",RB,2020,6,"$4,000.00",1.8,0.5,94
"Taylor, J.J.",RB,2020,6,"$4,000.00",1.8,0.5,95
"Hasty, JaMycal",RB,2020,6,"$4,000.00",1.7,0.4,96
"Prosise, C.J.",RB,2020,6,"$4,000.00",1.7,0.4,97
"Williams, Trayveon",RB,2020,6,"$4,000.00",1.5,0.4,99
"Dillon, AJ",RB,2020,6,"$4,000.00",1.5,0.4,100
"Pierce, Artavis",RB,2020,6,"$4,000.00",1.5,0.4,101
"Perine, Samaje",RB,2020,6,"$4,000.00",1.5,0.4,102
"Sharpe, Tajae",WR,2020,6,"$3,000.00",-,-,999
"Chisena, Dan",WR,2020,6,"$3,000.00",-,-,999
"Osborn, K.J.",WR,2020,6,"$3,000.00",-,-,999
"Harmon, Kelvin",WR,2020,6,"$3,000.00",-,-,999
"Core, Cody",WR,2020,6,"$3,000.00",-,-,999
"Patmon, Dezmon",WR,2020,6,"$3,000.00",-,-,999
"Natson, JoJo",WR,2020,6,"$3,000.00",-,-,999
"Taylor, Malik",WR,2020,6,"$3,000.00",-,-,999
"Sims, Cam",WR,2020,6,"$3,000.00",-,-,999
"Dulin, Ashton",WR,2020,6,"$3,000.00",-,-,999
"Erickson, Alex",WR,2020,6,"$3,000.00",-,-,999
"Cooper, Pharoh",WR,2020,6,"$3,000.00",-,-,999
"Moore, Chris",WR,2020,6,"$3,000.00",-,-,999
"Proche, James",WR,2020,6,"$3,000.00",-,-,999
"Wesley, Antoine",WR,2020,6,"$3,000.00",-,-,999
"Watkins, Quez",WR,2020,6,"$3,000.00",-,-,999
"Sims Jr., Steven",WR,2020,6,"$3,400.00",-,-,999
"Westbrook, Dede",WR,2020,6,"$3,000.00",-,-,999
"Agnew, Jamal",WR,2020,6,"$3,000.00",-,-,999
"Ross III, John",WR,2020,6,"$3,000.00",-,-,999
"Ginn Jr., Ted",WR,2020,6,"$3,000.00",-,-,999
"McCloud III, Ray-Ray",WR,2020,6,"$3,000.00",-,-,999
"Hodge, KhaDarel",WR,2020,6,"$3,000.00",-,-,999
"Hall, Marvin",WR,2020,6,"$3,000.00",-,-,999
"Cephus, Quintez",WR,2020,6,"$3,000.00",-,-,999
"Watson, Justin",WR,2020,6,"$3,000.00",-,-,999
"Sutton, Courtland",WR,2020,6,"$3,000.00",-,-,999
"Campbell, Parris",WR,2020,6,"$3,800.00",-,-,999
"Reagor, Jalen",WR,2020,6,"$3,700.00",-,-,999
"Pittman Jr., Michael",WR,2020,6,"$4,000.00",-,-,999
"Zylstra, Brandon",WR,2020,6,"$3,000.00",-,-,999
"Kirkwood, Keith",WR,2020,6,"$3,000.00",-,-,999
"Ridley, Riley",WR,2020,6,"$3,000.00",-,-,999
"Taylor, Taywan",WR,2020,6,"$3,000.00",-,-,999
"St. Brown, Equanimeous",WR,2020,6,"$3,700.00",-,-,999
"Grayson, Cyril",WR,2020,6,"$3,000.00",-,-,999
"James, Richie",WR,2020,6,"$3,000.00",-,-,999
"Thompson, Chris",WR,2020,6,"$3,000.00",-,-,999
"Austin, Tavon",WR,2020,6,"$3,000.00",-,-,999
"Webster, Nsimba",WR,2020,6,"$3,000.00",-,-,999
"Jackson, Trishton",WR,2020,6,"$3,000.00",-,-,999
"Hurd, Jalen",WR,2020,6,"$3,000.00",-,-,999
"Lazard, Allen",WR,2020,6,"$5,100.00",-,-,999
"Coutee, Keke",WR,2020,6,"$3,000.00",-,-,999
"Olszewski, Gunner",WR,2020,6,"$3,000.00",-,-,999
"Malone, Josh",WR,2020,6,"$3,000.00",-,-,999
"Spencer, Diontae",WR,2020,6,"$3,000.00",-,-,999
"Cleveland, Tyrie",WR,2020,6,"$3,000.00",-,-,999
"Bowden Jr., Lynn",WR,2020,6,"$3,000.00",-,-,999
"Hamler, KJ",WR,2020,6,"$3,700.00",-,-,999
"Coulter, Isaiah",WR,2020,6,"$3,000.00",-,-,999
"Slater, Matthew",WR,2020,6,"$3,000.00",-,-,999
"Carter, DeAndre",WR,2020,6,"$3,000.00",-,-,999
"Smith, Vyncint",WR,2020,6,"$3,000.00",-,-,999
"Mims, Denzel",WR,2020,6,"$3,000.00",-,-,999
"Hollins, Mack",WR,2020,6,"$3,000.00",-,-,999
"Brown, Daniel",TE,2020,6,"$2,500.00",-,-,999
"Asiasi, Devin",TE,2020,6,"$2,500.00",-,-,999
"Keene, Dalton",TE,2020,6,"$2,500.00",-,-,999
"Beck, Andrew",TE,2020,6,"$2,500.00",-,-,999
"Warring, Kahale",TE,2020,6,"$2,500.00",-,-,999
"Wesco, Trevon",TE,2020,6,"$2,500.00",-,-,999
"Brown, Pharaoh",TE,2020,6,"$2,500.00",-,-,999
"Smythe, Durham",TE,2020,6,"$2,500.00",-,-,999
"Vannett, Nick",TE,2020,6,"$3,100.00",-,-,999
"Griffin, Ryan",TE,2020,6,"$3,000.00",-,-,999
"Woerner, Charlie",TE,2020,6,"$2,500.00",-,-,999
"Hopkins, Brycen",TE,2020,6,"$2,500.00",-,-,999
"Auclair, Antony",TE,2020,6,"$2,500.00",-,-,999
"Gentry, Zach",TE,2020,6,"$2,500.00",-,-,999
"Thompson, Colin",TE,2020,6,"$2,500.00",-,-,999
"Holtz, J.P.",TE,2020,6,"$2,500.00",-,-,999
"Clark, Darion",TE,2020,6,"$2,500.00",-,-,999
"Uzomah, C.J.",TE,2020,6,"$2,500.00",-,-,999
"Reed, Jordan",TE,2020,6,"$2,500.00",-,-,999
"Howard, O.J.",TE,2020,6,"$2,500.00",-,-,999
"Swaim, Geoff",TE,2020,6,"$2,500.00",-,-,999
"Goedert, Dallas",TE,2020,6,"$4,300.00",-,-,999
"James, Jesse",TE,2020,6,"$2,500.00",-,-,999
"Pruitt, MyCole",TE,2020,6,"$2,500.00",-,-,999
"Lewis, Marcedes",TE,2020,6,"$2,800.00",-,-,999
"Rodgers, Richard",TE,2020,6,"$2,500.00",-,-,999
"Sternberger, Jace",TE,2020,6,"$2,500.00",-,-,999
"Smith, Kaden",TE,2020,6,"$2,600.00",-,-,999
"Dwelley, Ross",TE,2020,6,"$2,500.00",-,-,999
"Harris, Demetrius",TE,2020,6,"$2,500.00",-,-,999
"Manhertz, Chris",TE,2020,6,"$2,500.00",-,-,999
"Deguara, Josiah",TE,2020,6,"$2,500.00",-,-,999
"Carter, Cethan",TE,2020,6,"$2,500.00",-,-,999
"Butler, Hakeem",TE,2020,6,"$2,500.00",-,-,999
"Perkins, Joshua",TE,2020,6,"$2,500.00",-,-,999
"Kmet, Cole",TE,2020,6,"$2,500.00",-,-,999
"Carlson, Stephen",TE,2020,6,"$2,500.00",-,-,999
"Mundt, Johnny",TE,2020,6,"$2,500.00",-,-,999
"Graham, Jaeden",TE,2020,6,"$2,500.00",-,-,999
"Baugh, Marcus",TE,2020,6,"$2,500.00",-,-,999
"Stocker, Luke",TE,2020,6,"$2,500.00",-,-,999
"Toilolo, Levine",TE,2020,6,"$2,500.00",-,-,999
"Hudson, Tanner",TE,2020,6,"$2,500.00",-,-,999
"Togiai, Noah",TE,2020,6,"$2,500.00",-,-,999
"Schreck, Mason",TE,2020,6,"$2,500.00",-,-,999
"Harris, Clark",TE,2020,6,"$2,500.00",-,-,999
"Sprinkle, Jeremy",TE,2020,6,"$2,500.00",-,-,999
